map	glycans	rescodes	nAtom	nC	nO	nN	nS	nP	nHal	nAromAtom	nRing	nAromRing	ringSizes	nCarbonyl	nEsterC	maxChainC	attach
*C=C	25	22	2	2	0	0	0	0	0	0	0	0	-	0	0	2	C
*OCC=^EC(CCCCCC$6)/3=O	25	13	11	9	2	0	0	0	0	6	1	1	6	1	1	3	O
*OCCCCCCCCCCCCCCC=^ZCCCCCCCCC/3=O	25	25	26	24	2	0	0	0	0	0	0	0	-	1	1	24	O
*OCCCCCCCCCCCCCCCCCC	25	25	19	18	1	0	0	0	0	0	0	0	-	0	0	18	O
*(CCCCCC$2/5)OC	24	22	8	7	1	0	0	0	0	6	1	1	6	0	0	1	C
*1O(CCCCCC$3/6)NC(CCCCCC$11/14)F(/13)F/10=O(/4)CN*2/21C/20=O	24	24	22	15	3	2	0	0	2	12	2	2	6,6	2	0	1	O
*COC/2=O	24	23	4	2	2	0	0	0	0	0	0	0	-	1	1	1	C
*NC(CCCCCC$4/6)OC	24	24	10	8	1	1	0	0	0	6	1	1	6	0	0	1	N
*NCCCC	24	24	5	4	0	1	0	0	0	0	0	0	-	0	0	4	N
*NS(CCCCCC$4/6)C/3=O/3=O	24	24	11	7	2	1	1	0	0	6	1	1	6	0	0	1	N
*NSC/3=O/3=O	24	22	5	1	2	1	1	0	0	0	0	0	-	0	0	1	N
*OPO/3O/3O	24	12	5	0	4	0	0	1	0	0	0	0	-	0	0	0	O
*CO/2=O	23	21	3	1	2	0	0	0	0	0	0	0	-	1	1	1	C
*NCC/3=S	23	19	4	2	0	1	1	0	0	0	0	0	-	0	0	2	N
*NCNCCCCC$5/3=O	23	23	9	6	1	2	0	0	0	0	1	0	5	1	0	1	N
*OCCCCCCCCCCCCCCCCCCCCCCCC/3=O	23	23	26	24	2	0	0	0	0	0	0	0	-	1	1	24	O
*OC^RCN/4=O/3C	23	6	6	3	2	1	0	0	0	0	0	0	-	1	0	3	O
*=C	22	22	1	1	0	0	0	0	0	0	0	0	-	0	0	1	C
*CC=O	22	10	3	2	1	0	0	0	0	0	0	0	-	1	0	2	C
*1O(CCCCCC$3/4)*2	20	20	7	6	1	0	0	0	0	6	1	1	6	0	0	0	O
*NCC(CCCNCC$5)/3=O	20	20	10	7	1	2	0	0	0	6	1	1	6	1	0	2	N
*NCCC/4C	20	20	5	4	0	1	0	0	0	0	0	0	-	0	0	3	N
*NC^SC^SC^SC^RCCO/7=^ZC$3/6O/5O/4O	20	2	12	7	4	1	0	0	0	0	1	0	6	0	0	1	N
*OCCCCCCCCCCCC	20	12	13	12	1	0	0	0	0	0	0	0	-	0	0	12	O
*OCCCCCCCCCCCCCCC/3=O	20	20	17	15	2	0	0	0	0	0	0	0	-	1	1	15	O
*OCCC^RCCCC^RCCCC^RCCCCC/17C/13C/9C/5C	20	10	21	20	1	0	0	0	0	0	0	0	-	0	0	16	O
*OCC^SCC/4C/3=O	20	8	7	5	2	0	0	0	0	0	0	0	-	1	1	4	O
*OC/2C	19	8	3	2	1	0	0	0	0	0	0	0	-	0	0	1	O
*S(CCCCCC$3/6)C/2=O/2=O	19	19	10	7	2	0	1	0	0	6	1	1	6	0	0	1	S
*(CCCCCC$2/5)OCO($4)	18	18	9	7	2	0	0	0	0	6	2	1	5,6	0	0	0	C
*1O(CCCCCC$3/6)C=^ZCCO($5/4)*2/11=O	18	18	12	9	3	0	0	0	0	6	2	1	6,6	1	1	0	O
*1(CCCCCCCC$4/3CCCC$2/12)OC(/11)OC(/10)OC(/9)OC(/8)OCO($7/5)*2	17	17	23	17	6	0	0	0	0	12	3	2	5,6,6	0	0	1	C
*1NC=^ECN*2/4CNC=^ZN$3/9N/7=O	17	16	10	4	1	5	0	0	0	0	1	0	6	1	0	0	N
*1O(CCCCCC$3/6)NS(CCCCCC$11/14)Cl/10=O/10=O(/4)CN*2/21C/20=O	17	17	22	14	4	2	1	0	1	12	2	2	6,6	1	0	1	O
*1OCC^SN*2/5CCCC$4/3=O	17	17	9	6	2	1	0	0	0	0	1	0	6	1	1	1	O
*NS(CCCCCC$4/5)C/3=O/3=O	17	17	11	7	2	1	1	0	0	6	1	1	6	0	0	1	N
*OP	17	15	2	0	1	0	0	1	0	0	0	0	-	0	0	0	O
*1O(CCCCCC$3/6)NC(CCCCCC$11/13)OC/10=O(/4)CN*2/21C/20=O	16	16	22	16	4	2	0	0	0	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NC(CCCCS$11/4)CN*2/17C/16=O/10=O	16	16	19	13	3	2	1	0	0	11	2	2	5,6	2	0	1	O
*1O(CCCCCC$3/6)NS(CCCCCC$11/12)F/10=O/10=O(/4)CN*2/21C/20=O	16	16	22	14	4	2	1	0	1	12	2	2	6,6	1	0	1	O
*1O(CCCCCC$3/6)NS(CCCCCC$11/13)F/10=O/10=O(/4)CN*2/21C/20=O	16	16	22	14	4	2	1	0	1	12	2	2	6,6	1	0	1	O
*CC/2=O	16	4	3	2	1	0	0	0	0	0	0	0	-	1	0	2	C
*NCC(CCCCCC$5)/3=O	16	16	10	8	1	1	0	0	0	6	1	1	6	1	0	2	N
*OCCCCCCCCC=^ZCCCCCCCCC	16	16	19	18	1	0	0	0	0	0	0	0	-	0	0	18	O
*OCCOC	16	16	5	3	2	0	0	0	0	0	0	0	-	0	0	2	O
*(CCCCCC$2/5)O(/3)O	15	15	8	6	2	0	0	0	0	6	1	1	6	0	0	0	C
*1O(CCCCCC$3/7)OC(/4)*2	15	14	9	7	2	0	0	0	0	6	1	1	6	0	0	1	O
*N*/2C	15	15	2	1	0	1	0	0	0	0	0	0	-	0	0	1	N
*OCC=^ECCCC=^ECCCC=^ECCCC=CC/17C/13C/9C/5C	15	15	21	20	1	0	0	0	0	0	0	0	-	0	0	16	O
*OCCCl/4Cl/4Cl/3=N	15	15	7	2	1	1	0	0	3	0	0	0	-	0	0	2	O
*OCC^RC/4O/3=O	15	11	6	3	3	0	0	0	0	0	0	0	-	1	1	3	O
*OC^RC=O/3C	15	5	5	3	2	0	0	0	0	0	0	0	-	1	0	3	O
*OP^XOP^XOPO/7O/7=O/5O/5=O/3O/3=O	15	12	13	0	10	0	0	3	0	0	0	0	-	0	0	0	O
*1O(CCCCCC$3/6)NC(CCCCCC$11/12)F/10=O(/4)CN*2/20C/19=O	14	14	21	15	3	2	0	0	1	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NCNCC/10=O(/4)CN*2/16C/15=O	14	14	17	11	3	3	0	0	0	6	1	1	6	2	0	2	O
*1O(CCCCCC$3/6)NS(CCCCCC$11/14)OC/10=O/10=O(/4)*2	14	14	19	13	4	1	1	0	0	12	2	2	6,6	0	0	1	O
*NC(CCCCO$4)/3=O	14	13	8	5	2	1	0	0	0	5	1	1	5	1	0	1	N
*O(CCCCCC$3/4)O*	14	14	8	6	2	0	0	0	0	6	1	1	6	0	0	0	O
*OC(CCCCNC$4)/3=O	14	14	9	6	2	1	0	0	0	6	1	1	6	1	1	1	O
*OCC=^ZCC/4C/3=O	14	14	7	5	2	0	0	0	0	0	0	0	-	1	1	4	O
*OCO*/3C/3C	14	14	5	3	2	0	0	0	0	0	0	0	-	0	0	3	O
*1(CCCCCCCCC$5/10C$2/8CCCC$7/15)O(/9)=O(/6)=O(/4)O(/3)*2	13	7	18	14	4	0	0	0	0	14	3	3	6,6,6	2	0	0	C
*1O(CCCCCC$3/6)NS(CCCCCC$11/14)C/10=O/10=O(/4)CN*2/21C/20=O	13	13	22	15	4	2	1	0	0	12	2	2	6,6	1	0	1	O
*NCCC/4C/4C/3=O	13	12	7	5	1	1	0	0	0	0	0	0	-	1	0	3	N
*NCCN	13	13	4	2	0	2	0	0	0	0	0	0	-	0	0	2	N
*OC(CCCCCCCC$6/5CCCC$4/14)O(/13)O(/12)O(/11)O(/10)O(/9)O(/7)CO*/22=O/3=O	13	13	24	14	10	0	0	0	0	12	2	2	6,6	2	2	1	O
*OCCCCCCCCCC=^ZCCC=^ZCCC=^ZCCCCCC/3=O	13	13	24	22	2	0	0	0	0	0	0	0	-	1	1	22	O
*OCCO/3=O	13	6	5	2	3	0	0	0	0	0	0	0	-	1	1	2	O
*OCC^SC/4O/3=O	13	8	6	3	3	0	0	0	0	0	0	0	-	1	1	3	O
*1O(CCCCCC$3/6)NC(CCSCN$11/4)CN*2/17C/16=O/10=O	12	12	19	12	3	3	1	0	0	11	2	2	5,6	2	0	1	O
*1O(CCCCCC$3/7)OCO($6/4)*2	12	11	10	7	3	0	0	0	0	6	2	1	5,6	0	0	0	O
*1O(CCCCCC$3/8)CC=CC/11C(/7)O(/5)O(/4)*2	12	12	14	11	3	0	0	0	0	6	1	1	6	0	0	4	O
*O(CCCCCC$3/4)N	12	11	8	6	1	1	0	0	0	6	1	1	6	0	0	0	O
*O(CCCCCC$3/6)O	12	12	8	6	2	0	0	0	0	6	1	1	6	0	0	0	O
*OCCCO/5=O/3=O	12	7	7	3	4	0	0	0	0	0	0	0	-	2	2	3	O
*(CCCCCC$2/3)*	11	11	6	6	0	0	0	0	0	6	1	1	6	0	0	0	C
*1(CCCCCCCC$4/5CC$2/3)*2	11	11	10	10	0	0	0	0	0	10	2	2	6,6	0	0	0	C
*1O(CCCCCC$3/7)OC(/6)OC(/4)*2	11	11	11	8	3	0	0	0	0	6	1	1	6	0	0	1	O
*1O(CCCCCC$3/7)OCC=^ZC($6/4)*2/10=O	11	8	12	9	3	0	0	0	0	6	2	1	6,6	1	1	0	O
*C(CCCCCC$3/6)O(/5)OC	11	11	10	8	2	0	0	0	0	6	1	1	6	0	0	1	C
*C(CCCCCC$3/6)OCO($5)	11	10	10	8	2	0	0	0	0	6	2	1	5,6	0	0	1	C
*C^SC^RC^SCC^RC^RC^RCC^RC^SC$7/11O/10O/8CC$5/15=O/7C/6CC$3/4CC$2/4O/3C	11	11	23	19	4	0	0	0	0	0	4	0	5,6,6,6	1	0	1	C
*N(CCCCCC$3/6)C	11	11	8	7	0	1	0	0	0	6	1	1	6	0	0	1	N
*NC^XCC/3C	11	11	5	4	0	1	0	0	0	0	0	0	-	0	0	4	N
*O(CCCCCC$3/6)C=^ZCCO($5)/11=O/9C	11	8	13	10	3	0	0	0	0	6	2	1	6,6	1	1	1	O
*SC/2=O/2=O	11	11	4	1	2	0	1	0	0	0	0	0	-	0	0	1	S
*(CCCCCC$2/5)OC(/4)O	10	7	9	7	2	0	0	0	0	6	1	1	6	0	0	1	C
*(CCCCCC$2/6)O(/5)OC(/4)O	10	8	10	7	3	0	0	0	0	6	1	1	6	0	0	1	C
*1(NCCNCCCCCCCC$2/13CCCC$12/11$3/8$4/7CCCC$6/10)CNC($9/5)*2/24=O	10	10	24	20	1	3	0	0	0	20	6	5	5,5,5,5,6,6	1	0	0	N
*1O(CCCCCC$3/6)NCNCC/12C/10=O(/4)CN*2/17C/16=O	10	10	18	12	3	3	0	0	0	6	1	1	6	2	0	3	O
*1O(CCCCCC$3/8)CC=CC/11C(/7)O(/4)*2	10	10	13	11	2	0	0	0	0	6	1	1	6	0	0	4	O
*N(CCCCCC$3/5)OC	10	10	9	7	1	1	0	0	0	6	1	1	6	0	0	1	N
*N(CCCCCCCO$5/6CC$3/9)=O(/7)C	10	10	13	10	2	1	0	0	0	10	2	2	6,6	1	1	1	N
*NCCN/3=O	10	3	5	2	1	2	0	0	0	0	0	0	-	1	0	2	N
*O(CCCCCC$3/5)Br	10	10	8	6	1	0	0	0	1	6	1	1	6	0	0	0	O
*OCC(CCCCCC$5)	10	10	9	8	1	0	0	0	0	6	1	1	6	0	0	2	O
*OCC=^ECC/4C/3=O	10	10	7	5	2	0	0	0	0	0	0	0	-	1	1	4	O
*OCCCCCCCCC=^ECCCCCCCCC/3=O	10	10	20	18	2	0	0	0	0	0	0	0	-	1	1	18	O
*(CCCCCC$2/6)OC(/5)OC(/4)OC	9	8	12	9	3	0	0	0	0	6	1	1	6	0	0	1	C
*(CCCCCCC$3/4SC$2)	9	9	9	8	0	0	1	0	0	9	2	2	5,6	0	0	0	C
*1NC=^ECN=*2/4CNC=^ZN$3/9N/7=O	9	9	10	4	1	5	0	0	0	0	1	0	6	1	0	0	N
*1O(CCCCCC$3/6)NC(CCCCCC$11/15)F(/13)F/10=O(/4)CN*2/21C/20=O	9	9	22	15	3	2	0	0	2	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NC(CCNCCN$11/4)CN*2/18C/17=O/10=O	9	9	20	13	3	4	0	0	0	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NCCC/11C/10=O(/4)CN*2/16C/15=O	9	9	17	12	3	2	0	0	0	6	1	1	6	2	0	3	O
*1O(CCCCCC$3/6)NCCOC/10=O(/4)CN*2/16C/15=O	9	9	17	11	4	2	0	0	0	6	1	1	6	2	0	2	O
*1O(CCCCCC$3/6)NCN(CCCCCC$12/13)F/10=O(/4)CN*2/21C/20=O	9	9	22	15	3	3	0	0	1	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NCNC(CCCCCC$13/4)CN*2/20C/19=O/10=O	9	9	22	16	3	3	0	0	0	12	2	2	6,6	2	0	1	O
*=N	9	9	1	0	0	1	0	0	0	0	0	0	-	0	0	0	N
*N*/2*	9	9	1	0	0	1	0	0	0	0	0	0	-	0	0	0	N
*NCCCCO/6=O/3=O	9	4	8	4	3	1	0	0	0	0	0	0	-	2	1	4	N
*O(CCCCCCCCO$7/8$3/5)OCC=^ZC($4)/13=O	9	6	15	11	4	0	0	0	0	9	3	2	5,6,6	1	1	0	O
*OSO	9	7	3	0	2	0	1	0	0	0	0	0	-	0	0	0	O
*(CCCCCC$2/6)OC(/5)O(/4)OC	8	8	11	8	3	0	0	0	0	6	1	1	6	0	0	1	C
*(CCCCN$2/5CCCC$4/3CCCCCC$11/14)F(/6)CC/18C	8	8	19	17	0	1	0	0	1	15	3	3	5,6,6	0	0	3	C
*1O(CCCCCC$3/6)NC(CCCCCC$11/12)Cl/10=O(/4)CN*2/20C/19=O	8	8	21	15	3	2	0	0	1	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NC(CCCCCC$11/12)OC/10=O(/4)CN*2/21C/20=O	8	8	22	16	4	2	0	0	0	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NC(CCCCCC$11/14)Cl/10=O(/4)CN*2/20C/19=O	8	8	21	15	3	2	0	0	1	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NC(CCCCCC$11/14)F/10=O(/4)CN*2/20C/19=O	8	8	21	15	3	2	0	0	1	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NC(CCCCCC$11/14)OCO($13/4)CN*2/21C/20=O/10=O	8	8	23	16	5	2	0	0	0	12	3	2	5,6,6	2	0	1	O
*1O(CCCCCC$3/6)NCC(CCCCCC$12/4)CN*2/19C/18=O/10=O	8	8	21	16	3	2	0	0	0	12	2	2	6,6	2	0	2	O
*1O(CCCCCC$3/6)NCC/10=O(/4)CN*2/14C/13=O	8	8	15	10	3	2	0	0	0	6	1	1	6	2	0	2	O
*1O(CCCCCC$3/6)NCCCC/10=O(/4)CN*2/16C/15=O	8	8	17	12	3	2	0	0	0	6	1	1	6	2	0	4	O
*1O(CCCCCC$3/6)NCCCCCCC$11/10=O(/4)CN*2/19C/18=O	8	8	20	15	3	2	0	0	0	6	2	1	6,6	2	0	1	O
*1O(CCCCCC$3/6)NCN(CCCCCC$12/13)Cl/10=O(/4)CN*2/21C/20=O	8	8	22	15	3	3	0	0	1	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NCN(CCCCCC$12/14)C/10=O(/4)CN*2/21C/20=O	8	8	22	16	3	3	0	0	0	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NCN(CCCCCC$12/14)OC/10=O(/4)CN*2/22C/21=O	8	8	23	16	4	3	0	0	0	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NCN(CCCCCC$12/15)Cl/10=O(/4)CN*2/21C/20=O	8	8	22	15	3	3	0	0	1	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NCN(CCCCCC$12/16)C(/14)C/10=O(/4)CN*2/22C/21=O	8	8	23	17	3	3	0	0	0	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NCN(CCCCCC$12/4)CN*2/19C/18=O/10=O	8	8	21	15	3	3	0	0	0	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NS(CCCCCC$11/12)Cl/10=O/10=O(/4)CN*2/21C/20=O	8	8	22	14	4	2	1	0	1	12	2	2	6,6	1	0	1	O
*1O(CCCCCC$3/6)NS(CCCCCC$11/14)F/10=O/10=O(/4)CN*2/21C/20=O	8	8	22	14	4	2	1	0	1	12	2	2	6,6	1	0	1	O
*1OC(CCCCCC$4/9)O(/7)OC(/5)*2/3=O	8	8	12	8	4	0	0	0	0	6	1	1	6	1	1	1	O
*C=O	8	5	2	1	1	0	0	0	0	0	0	0	-	1	0	1	C
*CCC=CC/5C	8	6	6	6	0	0	0	0	0	0	0	0	-	0	0	5	C
*NC=^EOC/3C	8	2	5	3	1	1	0	0	0	0	0	0	-	1	0	2	N
*NCN(CCCCCC$5/8)Cl(/7)Cl/3=O	8	8	12	7	1	2	0	0	2	6	1	1	6	1	0	1	N
*NS(CCCCCC$4/7)O(CCCCCC$11)/3=O/3=O	8	8	17	12	3	1	1	0	0	12	2	2	6,6	0	0	0	N
*O(CCCCCC$3/4)C	8	8	8	7	1	0	0	0	0	6	1	1	6	0	0	1	O
*OC(CCCCCC$4/8)O(/7)O(/6)OC(CCCCCC$14/18)O(/17)O(/16)O/13=O/3=O	8	8	23	14	9	0	0	0	0	12	2	2	6,6	2	2	1	O
*OCC=CC/5C/3=O	8	8	7	5	2	0	0	0	0	0	0	0	-	1	1	4	O
*OCC=^EC(CCCCCC$6/10)OC(/9)O(/8)OC/3=O	8	8	16	11	5	0	0	0	0	6	1	1	6	1	1	3	O
*OCCCCCCCCC	8	7	10	9	1	0	0	0	0	0	0	0	-	0	0	9	O
*OCCCCCCCCCCCCCCCCCCCC	8	8	21	20	1	0	0	0	0	0	0	0	-	0	0	20	O
*OP^ROPO/5O/5=O/3O/3=O	8	4	9	0	7	0	0	2	0	0	0	0	-	0	0	0	O
*OP^XOCCNCCCCCCCCCCCCCCCC/8=O/3=O/3O	8	8	25	18	5	1	0	1	0	0	0	0	-	1	0	16	O
*(CCCCCC$2/3)O	7	7	7	6	1	0	0	0	0	6	1	1	6	0	0	0	C
*(CCCCS$2)	7	7	5	4	0	0	1	0	0	5	1	1	5	0	0	0	C
*1O(CCCCCC$3/6)N(/4)*2	7	7	8	6	1	1	0	0	0	6	1	1	6	0	0	0	O
*1O(CCCCCC$3/6)NC(CCCCCC$11/13)CF/17F/17F/10=O(/4)CN*2/23C/22=O	7	7	24	16	3	2	0	0	3	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NC(CCCCCC$11/13)Cl/10=O(/4)CN*2/20C/19=O	7	7	21	15	3	2	0	0	1	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NC(CCCCCC$11/13)F/10=O(/4)CN*2/20C/19=O	7	7	21	15	3	2	0	0	1	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NC(CCCCCC$11/14)CF/17F/17F/10=O(/4)CN*2/23C/22=O	7	7	24	16	3	2	0	0	3	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/6)NS(CCCCCC$11/12)C/10=O/10=O(/4)CN*2/21C/20=O	7	7	22	15	4	2	1	0	0	12	2	2	6,6	1	0	1	O
*1O(CCCCCC$3/7)OC(/6)C=^ZCCO($5/4)*2/13=O/12CCC$11/17=O	7	7	18	13	5	0	0	0	0	6	3	1	5,6,6	2	1	1	O
*1O(CCCCCC$3/8)OC(/6)C=^ECCO/13=O(/4)*2	7	7	14	10	4	0	0	0	0	6	1	1	6	1	1	3	O
*=CC	7	7	2	2	0	0	0	0	0	0	0	0	-	0	0	2	C
*=CC^RCC^RC^RCC$3/6O/5OC	7	7	10	8	2	0	0	0	0	0	1	0	6	0	0	1	C
*CO*/2=O	7	6	3	1	2	0	0	0	0	0	0	0	-	1	1	1	C
*NCC(CCNCN$5/7)C	7	4	9	6	0	3	0	0	0	5	1	1	5	0	0	2	N
*NCC=^EN(CCCCCC$6/11)$2(/9)C(/8)C/4CNCN$3/16=O/14=O	7	6	18	12	2	4	0	0	0	6	3	1	6,6,6	2	0	1	N
*NCCCC/5C/5O/3=O	7	4	8	5	2	1	0	0	0	0	0	0	-	1	0	4	N
*NCCCCCCCCCCCCCCC/5=O/3=O	7	4	18	15	2	1	0	0	0	0	0	0	-	2	0	15	N
*NCN(CCCCCC$5/7)Cl/3=O	7	7	11	7	1	2	0	0	1	6	1	1	6	1	0	1	N
*O(CCCCCC$3/5)C	7	7	8	7	1	0	0	0	0	6	1	1	6	0	0	1	O
*OCCCCCCCCCCCCCC	7	7	15	14	1	0	0	0	0	0	0	0	-	0	0	14	O
*OP^XOC^RCC^SC^RCC^R$5/10O/9O/8O/7OPO/15O/15=O/6O/3O/3=O	7	7	20	6	12	0	0	2	0	0	1	0	6	0	0	0	O
*OP^XOC^SCO/6=O/5CCCO/11=O/3O/3=O	7	1	14	5	8	0	0	1	0	0	0	0	-	2	2	5	O
*(CCCCCC$2/4)O(/3)OC	6	2	9	7	2	0	0	0	0	6	1	1	6	0	0	1	C
*(CCCCCC$2/5)C(/3)O	6	6	8	7	1	0	0	0	0	6	1	1	6	0	0	1	C
*1C=CC=^ECC^SC^RC=^ZCC^RC^ROC$5/11$6/10O/9C/7CO*2/16=O/6O	6	2	18	13	5	0	0	0	0	0	2	0	5,5	1	1	5	C
*1C=CC=^ECC^SC^RC=^ZCC^RC^ROC$5/11$6/10OC/9C/7CO*2/17=O/6O	6	2	19	14	5	0	0	0	0	0	2	0	5,5	1	1	5	C
*1O(CCCCCC$3/7)O(/6)CC=CC/12C(/5)O(/4)*2	6	6	14	11	3	0	0	0	0	6	1	1	6	0	0	4	O
*1O(CCCCCC$3/8)C(/7)O(/6)C(/5)O(/4)*2	6	6	11	8	3	0	0	0	0	6	1	1	6	0	0	1	O
*1O(CCCCCCCCCCC$8/9CC$6/15C$3/14)=O(/13)O(/11)O(/7)=O(/5)O(/4)*2	6	6	20	14	6	0	0	0	0	14	3	3	6,6,6	2	0	0	O
*1SC=^ZN*2/3C	6	1	4	2	0	1	1	0	0	0	0	0	-	0	0	2	S
*C(CCCCCC$3/6)OC(/5)OC	6	6	11	9	2	0	0	0	0	6	1	1	6	0	0	1	C
*COPO/4O/4=O	6	6	6	1	4	0	0	1	0	0	0	0	-	0	0	1	C
*N(CCCCCC$3/6)OC	6	6	9	7	1	1	0	0	0	6	1	1	6	0	0	1	N
*NCCNC(CCCCCC$7/10)OCO($9)/5CC$2	6	6	16	12	2	2	0	0	0	6	3	1	5,6,6	0	0	1	N
*NCC^SNCC^RCCC/7C$4/5C/3=O	6	6	12	9	1	2	0	0	0	0	1	0	5	1	0	3	N
*NCN(CCCCCC$5/9)Cl(/7)Cl/3=O	6	6	12	7	1	2	0	0	2	6	1	1	6	1	0	1	N
*O(CCCCCC$3/6)CCCOCC=^EC(CCCCCC$16/19)O(/18)OC/13=O(/4)OC	6	6	26	20	6	0	0	0	0	12	2	2	6,6	1	1	3	O
*O(CCCCCC$3/6)Cl	6	6	8	6	1	0	0	0	1	6	1	1	6	0	0	0	O
*O(CCCCCC$3/8)OC(/6)CO(CCCCCC$13/17)O(/15)O(/14)CC$11/21=O(/4)OC	6	4	24	17	7	0	0	0	0	12	3	2	6,6,6	1	0	1	O
*OC*/3=O	6	6	3	1	2	0	0	0	0	0	0	0	-	1	1	1	O
*OCCCCCC	6	6	7	6	1	0	0	0	0	0	0	0	-	0	0	6	O
*OCCCCCCCCC=^ZCCC=^ZCCCCCC	6	6	19	18	1	0	0	0	0	0	0	0	-	0	0	18	O
*OCCCCCCCCC=^ZCCCCCCC	6	6	17	16	1	0	0	0	0	0	0	0	-	0	0	16	O
*OCCCCCCCCC^XC^XCC=^ZC$11/13=O/12CC=^ZCCC/3=O	6	3	21	18	3	0	0	0	0	0	1	0	5	2	1	8	O
*OCN(CCCCCCCC$7/6CCCC$5)/3=O	6	6	16	13	2	1	0	0	0	12	2	2	6,6	1	1	1	O
*OCO*/3C	6	4	4	2	2	0	0	0	0	0	0	0	-	0	0	2	O
*OSN/3=O/3=O	6	6	5	0	3	1	1	0	0	0	0	0	-	0	0	0	O
*S*	6	6	1	0	0	0	1	0	0	0	0	0	-	0	0	0	S
*(CCCCCC$2/5)Br	5	5	7	6	0	0	0	0	1	6	1	1	6	0	0	0	C
*(CCCCCC$2/5)O(/3)OC	5	5	9	7	2	0	0	0	0	6	1	1	6	0	0	1	C
*(CCCCCC$2/5)OC(/3)O	5	5	9	7	2	0	0	0	0	6	1	1	6	0	0	1	C
*(CCCCCC$2/6)O(/4)O	5	5	8	6	2	0	0	0	0	6	1	1	6	0	0	0	C
*(CCCCCCCCCCC$7/8C$4/5CC$2/15)O(/13)=O(/11)O(/9)O(/6)=O(/3)O	5	5	20	14	6	0	0	0	0	14	3	3	6,6,6	2	0	0	C
*(CNCCNC$2/5)N=^ZCNC($4)/11=O/9N	5	5	12	6	1	5	0	0	0	6	2	1	6,6	1	0	0	C
*1(CCCCCCCCCC$2/10$5/8CCCC$7/15)O(/11)O(/9)=O(/6)=O(/4)O(/3)*2	5	2	19	14	5	0	0	0	0	14	3	3	6,6,6	2	0	0	C
*1COC^R*2/4(CCCCCC$6/9)O(/8)OC	5	5	12	9	3	0	0	0	0	6	1	1	6	0	0	1	C
*1NC=^ECN=*2/4CN=^ZCN$3/9N/7=O	5	5	10	4	1	5	0	0	0	0	1	0	6	1	0	0	N
*1O(CCCCCC$3/6)F(/4)*2	5	5	8	6	1	0	0	0	1	6	1	1	6	0	0	0	O
*1O(CCCCCC$3/6)NCN(CCCCCC$12/15)C/10=O(/4)CN*2/21C/20=O	5	5	22	16	3	3	0	0	0	12	2	2	6,6	2	0	1	O
*1O(CCCCCC$3/7)C(/4)*2	5	5	8	7	1	0	0	0	0	6	1	1	6	0	0	1	O
*1O(CCCCCC$3/8)OC(/6)C=^ECCO(/4)*2	5	5	13	10	3	0	0	0	0	6	1	1	6	0	0	3	O
*1OC(CCCCCC$4/8)O(/7)OC(/6)O(/5)*2/3=O	5	5	13	8	5	0	0	0	0	6	1	1	6	1	1	1	O
*CC=C	5	5	3	3	0	0	0	0	0	0	0	0	-	0	0	3	C
*CCC=^ECCCC=^ECCCC=CC/13C/9C/5C	5	5	16	16	0	0	0	0	0	0	0	0	-	0	0	13	C
*CCCC	5	5	4	4	0	0	0	0	0	0	0	0	-	0	0	4	C
*CCOCC(CCCCCC$7/10)O(/9)O/3=O	5	5	14	10	4	0	0	0	0	6	1	1	6	1	1	2	C
*CN*/2=O	5	5	3	1	1	1	0	0	0	0	0	0	-	1	0	1	C
*C^SC^RC^SC=^ECC=^ZCCCCC^SC$8/12O/9=C/5CCC$3/4CC$2/3C	5	5	20	19	1	0	0	0	0	0	3	0	5,6,6	0	0	2	C
*C^SC^SC^SC^RC^RC^RC^RC^SC^SCCCC$9/11C/11C/10CC$7/9C/8CC$5/7C/6CC$3/6C/4CC$2/4C	5	4	27	27	0	0	0	0	0	0	5	0	5,6,6,6,6	0	0	1	C
*N(CCCCCC$3/6)Cl	5	5	8	6	0	1	0	0	1	6	1	1	6	0	0	0	N
*NCCC^RC/5O/3=O	5	3	7	4	2	1	0	0	0	0	0	0	-	1	0	4	N
*NCCO	5	3	4	2	1	1	0	0	0	0	0	0	-	0	0	2	N
